user_id,date_served,marketing_channel,variant,converted,language_displayed,language_preferred,age_group,date_subscribed,date_canceled,subscribing_channel,is_retained
Ads,personalization,True,English,English,19-24,years,1/2/18,,House,Ads,True
personalization,False,English,English,19-24,years,1/2/18,,House,Ads,True,
Ads,personalization,True,English,English,24-30,years,1/2/18,,House,Ads,True
personalization,False,English,English,24-30,years,1/2/18,,House,Ads,True,
Ads,personalization,True,English,English,0-18,years,1/2/18,,House,Ads,True
personalization,False,English,English,0-18,years,1/2/18,,House,Ads,True,
Ads,personalization,True,English,English,19-24,years,1/2/18,2/19/18,House,Ads,False
personalization,False,English,English,19-24,years,1/2/18,2/19/18,House,Ads,False,
Ads,personalization,True,German,German,24-30,years,1/2/18,3/8/18,House,Ads,False
Ads,personalization,False,German,German,24-30,years,1/2/18,3/8/18,House,Ads,False
Ads,personalization,True,English,English,0-18,years,1/2/18,2/5/18,House,Ads,False
Ads,personalization,False,English,English,0-18,years,1/2/18,2/5/18,House,Ads,False
Ads,personalization,True,English,English,19-24,years,1/3/18,1/11/18,House,Ads,False
Ads,personalization,False,English,English,19-24,years,1/3/18,1/11/18,House,Ads,False
Ads,personalization,True,English,English,24-30,years,1/3/18,1/6/18,House,Ads,False
Ads,personalization,False,English,English,24-30,years,1/3/18,1/6/18,House,Ads,False
Ads,personalization,True,English,English,0-18,years,1/3/18,3/1/18,House,Ads,False
personalization,False,English,English,0-18,years,1/3/18,3/1/18,House,Ads,False,
Ads,personalization,True,English,English,19-24,years,1/3/18,4/2/18,House,Ads,False
Ads,personalization,False,English,English,19-24,years,1/3/18,4/2/18,House,Ads,False
Ads,personalization,True,English,English,24-30,years,1/3/18,3/2/18,House,Ads,False
Ads,personalization,False,English,English,24-30,years,1/3/18,3/2/18,House,Ads,False
Ads,control,True,English,English,0-18,years,1/3/18,1/5/18,House,Ads,False
Ads,control,True,English,English,19-24,years,1/3/18,,House,Ads,True
Ads,control,True,English,English,24-30,years,1/3/18,,House,Ads,True
Ads,control,True,Spanish,Spanish,30-36,years,1/3/18,,House,Ads,True
Ads,control,True,English,English,36-45,years,1/3/18,,House,Ads,True
Ads,control,True,German,German,45-55,years,1/3/18,,House,Ads,True
Ads,control,True,English,English,55+,years,1/3/18,,House,Ads,True
Ads,control,True,English,English,0-18,years,1/3/18,,House,Ads,True
Ads,control,True,English,English,19-24,years,1/3/18,,House,Ads,True
Ads,control,True,English,English,24-30,years,1/3/18,,House,Ads,True
Ads,control,True,English,English,30-36,years,1/3/18,,House,Ads,True
Ads,control,True,English,English,36-45,years,1/3/18,,House,Ads,True
Ads,control,True,English,English,45-55,years,1/4/18,,House,Ads,True
Ads,control,True,English,English,55+,years,1/4/18,,House,Ads,True
Ads,control,True,English,English,0-18,years,1/4/18,,House,Ads,True
Ads,control,True,English,English,19-24,years,1/4/18,,House,Ads,True
Ads,control,True,Spanish,Spanish,24-30,years,1/4/18,,House,Ads,True
Ads,control,True,English,English,30-36,years,1/4/18,,House,Ads,True
Ads,control,True,English,English,36-45,years,1/4/18,,House,Ads,True
Ads,control,True,Spanish,Spanish,45-55,years,1/4/18,1/11/18,House,Ads,False
Ads,control,True,English,English,55+,years,1/4/18,2/9/18,House,Ads,False
Ads,control,True,English,English,0-18,years,1/4/18,3/25/18,House,Ads,False
Ads,control,True,English,English,19-24,years,1/4/18,1/6/18,House,Ads,False
Ads,control,True,English,English,24-30,years,1/4/18,3/12/18,House,Ads,False
Ads,control,True,English,English,30-36,years,1/4/18,3/10/18,House,Ads,False
Ads,control,True,English,English,36-45,years,1/4/18,2/14/18,House,Ads,False
Ads,control,True,Spanish,Spanish,45-55,years,1/4/18,1/23/18,House,Ads,False
Ads,control,True,English,English,55+,years,1/5/18,2/11/18,House,Ads,False
Ads,control,True,English,English,0-18,years,1/5/18,,House,Ads,True
Ads,control,True,English,English,19-24,years,1/5/18,,House,Ads,True
Ads,control,True,English,English,24-30,years,1/5/18,,House,Ads,True
Ads,control,False,English,English,24-30,years,1/5/18,,House,Ads,True
Ads,control,True,English,English,30-36,years,1/5/18,,House,Ads,True
Ads,control,False,English,English,30-36,years,1/5/18,,House,Ads,True
Ads,control,True,English,English,36-45,years,1/5/18,4/13/18,House,Ads,False
Ads,control,False,English,English,36-45,years,1/5/18,4/13/18,House,Ads,False
Ads,control,True,English,English,45-55,years,1/5/18,4/12/18,House,Ads,False
Ads,control,False,English,English,45-55,years,1/5/18,4/12/18,House,Ads,False
Ads,control,True,Spanish,Spanish,55+,years,1/5/18,4/3/18,House,Ads,False
Ads,control,False,Spanish,Spanish,55+,years,1/5/18,4/3/18,House,Ads,False
Ads,control,True,English,English,0-18,years,1/5/18,2/17/18,House,Ads,False
Ads,control,False,English,English,0-18,years,1/5/18,2/17/18,House,Ads,False
Ads,control,True,English,English,19-24,years,1/5/18,4/14/18,House,Ads,False
Ads,control,False,English,English,19-24,years,1/5/18,4/14/18,House,Ads,False
Ads,control,True,English,English,24-30,years,1/5/18,1/11/18,House,Ads,False
Ads,control,False,English,English,24-30,years,1/5/18,1/11/18,House,Ads,False
Ads,control,True,English,English,30-36,years,1/5/18,2/3/18,House,Ads,False
Ads,control,False,English,English,30-36,years,1/5/18,2/3/18,House,Ads,False
Ads,control,True,Spanish,Spanish,36-45,years,1/5/18,1/8/18,House,Ads,False
Ads,control,False,Spanish,Spanish,36-45,years,1/5/18,1/8/18,House,Ads,False
Ads,control,True,Spanish,Spanish,45-55,years,1/5/18,1/27/18,House,Ads,False
Ads,control,False,Spanish,Spanish,45-55,years,1/5/18,1/27/18,House,Ads,False
Ads,control,True,English,English,55+,years,1/5/18,,House,Ads,True
Ads,control,False,English,English,55+,years,1/5/18,,House,Ads,True
Ads,control,True,English,English,0-18,years,1/5/18,,House,Ads,True
Ads,control,False,English,English,0-18,years,1/5/18,,House,Ads,True
Ads,control,True,English,English,19-24,years,1/5/18,,House,Ads,True
Ads,control,True,English,English,24-30,years,1/5/18,,House,Ads,True
Ads,control,True,English,English,30-36,years,1/5/18,,House,Ads,True
Ads,control,True,English,English,36-45,years,1/5/18,,House,Ads,True
Ads,control,True,English,English,45-55,years,1/6/18,,House,Ads,True
Ads,control,True,Spanish,Spanish,55+,years,1/6/18,,House,Ads,True
Ads,control,True,English,English,0-18,years,1/6/18,,House,Ads,True
Ads,control,True,English,English,19-24,years,1/6/18,,House,Ads,True
Ads,control,True,English,English,24-30,years,1/6/18,,House,Ads,True
Ads,control,True,English,English,30-36,years,1/6/18,,House,Ads,True
Ads,control,True,English,English,36-45,years,1/6/18,,House,Ads,True
Ads,control,True,Arabic,Arabic,45-55,years,1/6/18,,House,Ads,True
Ads,control,True,Spanish,Spanish,55+,years,1/6/18,,House,Ads,True
Ads,control,True,Arabic,Arabic,0-18,years,1/6/18,,House,Ads,True
Ads,control,True,English,English,19-24,years,1/6/18,,House,Ads,True
Ads,control,True,English,English,24-30,years,1/6/18,,House,Ads,True
Ads,control,True,English,English,30-36,years,1/6/18,,House,Ads,True
Ads,control,True,English,English,36-45,years,1/6/18,,House,Ads,True
Ads,control,True,English,English,45-55,years,1/6/18,,House,Ads,True
Ads,control,True,Arabic,Arabic,55+,years,1/6/18,,House,Ads,True
Ads,control,True,English,English,0-18,years,1/6/18,3/10/18,House,Ads,False
Ads,control,True,Arabic,Arabic,19-24,years,1/7/18,3/11/18,House,Ads,False
Ads,control,True,English,English,24-30,years,1/7/18,3/25/18,House,Ads,False
Ads,control,True,English,English,30-36,years,1/7/18,2/21/18,House,Ads,False
Ads,control,True,English,English,36-45,years,1/7/18,2/25/18,House,Ads,False
Ads,control,True,English,English,45-55,years,1/7/18,3/5/18,House,Ads,False
Ads,control,True,English,English,55+,years,1/7/18,4/16/18,House,Ads,False
Ads,control,True,English,English,0-18,years,1/7/18,2/6/18,House,Ads,False
Ads,control,True,German,German,19-24,years,1/7/18,2/5/18,House,Ads,False
Ads,control,True,English,English,24-30,years,1/7/18,,House,Ads,True
Ads,control,True,English,English,30-36,years,1/7/18,,House,Ads,True
Ads,control,True,German,German,36-45,years,1/7/18,,House,Ads,True
Ads,control,True,Arabic,Arabic,45-55,years,1/7/18,,House,Ads,True
Ads,control,True,English,English,55+,years,1/7/18,,House,Ads,True
Ads,control,True,English,English,0-18,years,1/7/18,,House,Ads,True
Ads,control,True,English,English,19-24,years,1/7/18,,House,Ads,True
Ads,control,True,English,English,24-30,years,1/7/18,,House,Ads,True
Ads,control,True,English,English,30-36,years,1/7/18,,House,Ads,True
Ads,control,True,English,English,36-45,years,1/7/18,,House,Ads,True
Ads,control,True,Spanish,Spanish,45-55,years,1/7/18,1/14/18,House,Ads,False
Ads,control,True,English,English,55+,years,1/8/18,3/13/18,House,Ads,False
Ads,control,True,English,English,0-18,years,1/8/18,2/22/18,House,Ads,False
Ads,control,True,English,English,19-24,years,1/8/18,1/11/18,House,Ads,False
Ads,control,True,German,German,24-30,years,1/8/18,3/19/18,House,Ads,False
Ads,control,True,German,German,30-36,years,1/8/18,2/10/18,House,Ads,False
Ads,control,True,English,English,36-45,years,1/8/18,3/30/18,House,Ads,False
Ads,control,True,English,English,45-55,years,1/8/18,1/15/18,House,Ads,False
Ads,control,True,English,English,55+,years,1/8/18,2/21/18,House,Ads,False
Ads,control,True,English,English,0-18,years,1/8/18,,House,Ads,True
Ads,control,True,English,English,19-24,years,1/8/18,,House,Ads,True
Ads,control,True,English,English,24-30,years,1/8/18,,House,Ads,True
Ads,control,True,English,English,30-36,years,1/8/18,,House,Ads,True
Ads,control,True,German,German,36-45,years,1/8/18,,House,Ads,True
Ads,control,True,English,English,45-55,years,1/8/18,,House,Ads,True
Ads,control,True,Spanish,Spanish,55+,years,1/8/18,,House,Ads,True
Ads,control,True,Spanish,Spanish,0-18,years,1/8/18,,House,Ads,True
Ads,control,True,Spanish,Spanish,19-24,years,1/9/18,,House,Ads,True
Ads,control,True,English,English,24-30,years,1/9/18,,House,Ads,True
Ads,control,True,English,English,30-36,years,1/9/18,,House,Ads,True
Ads,control,True,English,English,36-45,years,1/9/18,,House,Ads,True
Ads,control,True,English,English,45-55,years,1/9/18,,House,Ads,True
Ads,control,True,English,English,55+,years,1/9/18,,House,Ads,True
Ads,control,True,English,English,0-18,years,1/9/18,,House,Ads,True
Ads,control,True,English,English,19-24,years,1/9/18,,House,Ads,True
Ads,control,True,English,English,24-30,years,1/9/18,,House,Ads,True
Ads,control,True,English,English,30-36,years,1/9/18,,House,Ads,True
Ads,control,True,English,English,36-45,years,1/9/18,,House,Ads,True
Ads,control,True,English,English,45-55,years,1/9/18,,House,Ads,True
Ads,control,True,English,English,55+,years,1/9/18,,House,Ads,True
Ads,control,True,English,English,0-18,years,1/9/18,,House,Ads,True
Ads,control,True,English,English,19-24,years,1/9/18,,House,Ads,True
Ads,control,True,English,English,24-30,years,1/9/18,,House,Ads,True
Ads,control,True,English,English,30-36,years,1/9/18,,House,Ads,True
Ads,control,True,English,English,36-45,years,1/9/18,1/14/18,House,Ads,False
Ads,control,True,English,English,45-55,years,1/9/18,2/4/18,House,Ads,False
Ads,control,True,English,English,55+,years,1/9/18,2/4/18,House,Ads,False
Ads,control,True,German,German,0-18,years,1/10/18,2/9/18,House,Ads,False
Ads,control,True,German,German,19-24,years,1/10/18,1/21/18,House,Ads,False
Ads,control,True,English,English,24-30,years,1/10/18,3/7/18,House,Ads,False
Ads,control,True,English,English,30-36,years,1/10/18,4/10/18,House,Ads,False
Ads,control,True,Spanish,Spanish,36-45,years,1/10/18,4/16/18,House,Ads,False
Ads,control,True,English,English,45-55,years,1/10/18,3/26/18,House,Ads,False
Ads,control,True,English,English,55+,years,1/10/18,,House,Ads,True
Ads,control,True,English,English,0-18,years,1/10/18,,House,Ads,True
Ads,control,True,English,English,19-24,years,1/10/18,,House,Ads,True
Ads,control,True,English,English,24-30,years,1/10/18,,House,Ads,True
Ads,control,True,Spanish,Spanish,30-36,years,1/10/18,,House,Ads,True
Ads,control,True,English,English,36-45,years,1/10/18,,House,Ads,True
Ads,control,True,English,English,45-55,years,1/10/18,,House,Ads,True
Ads,control,True,English,English,55+,years,1/10/18,,House,Ads,True
Ads,control,True,English,English,0-18,years,1/10/18,,House,Ads,True
Ads,control,True,English,English,19-24,years,1/10/18,,House,Ads,True
Ads,control,True,English,English,24-30,years,1/10/18,,House,Ads,True
Ads,control,True,Spanish,Spanish,30-36,years,1/10/18,,House,Ads,True
Ads,personalization,True,English,English,36-45,years,1/10/18,,House,Ads,True
Ads,personalization,True,English,English,45-55,years,1/10/18,,House,Ads,True
Ads,personalization,True,Spanish,Spanish,55+,years,1/10/18,4/19/18,House,Ads,False
Ads,personalization,True,English,English,0-18,years,1/11/18,3/4/18,House,Ads,False
Ads,personalization,True,English,Spanish,19-24,years,1/12/18,1/26/18,House,Ads,False
Ads,personalization,True,English,English,24-30,years,1/13/18,4/5/18,House,Ads,False
Ads,personalization,True,English,English,30-36,years,1/14/18,1/26/18,House,Ads,False
Ads,personalization,True,English,English,36-45,years,1/15/18,3/15/18,House,Ads,False
Ads,personalization,True,English,English,45-55,years,1/16/18,4/22/18,House,Ads,False
Ads,personalization,True,English,English,55+,years,1/17/18,2/11/18,House,Ads,False
Ads,personalization,True,English,English,0-18,years,1/18/18,1/23/18,House,Ads,False
Ads,personalization,True,English,English,19-24,years,1/19/18,,House,Ads,True
Ads,personalization,True,English,English,24-30,years,1/20/18,,House,Ads,True
Ads,personalization,True,English,English,0-18,years,1/21/18,,House,Ads,True
Ads,personalization,False,English,English,0-18,years,1/21/18,,House,Ads,True
Ads,personalization,True,English,English,19-24,years,1/22/18,,House,Ads,True
Ads,personalization,False,English,English,19-24,years,1/22/18,,House,Ads,True
Ads,personalization,True,English,English,24-30,years,1/23/18,,House,Ads,True
personalization,False,English,English,24-30,years,1/23/18,,House,Ads,True,
Ads,personalization,True,English,English,0-18,years,1/24/18,,House,Ads,True
Ads,personalization,False,English,English,0-18,years,1/24/18,,House,Ads,True
Ads,personalization,True,English,English,19-24,years,1/25/18,,House,Ads,True
Ads,personalization,False,English,English,19-24,years,1/25/18,,House,Ads,True
Ads,personalization,True,English,English,24-30,years,1/26/18,,House,Ads,True
Ads,personalization,False,English,English,24-30,years,1/26/18,,House,Ads,True
Ads,personalization,True,English,English,0-18,years,1/27/18,,House,Ads,True
personalization,False,English,English,0-18,years,1/27/18,,House,Ads,True,
Ads,personalization,True,English,Spanish,19-24,years,1/28/18,,House,Ads,True
personalization,False,Spanish,Spanish,19-24,years,1/28/18,,House,Ads,True,
Ads,personalization,True,English,English,24-30,years,1/29/18,,House,Ads,True
personalization,False,English,English,24-30,years,1/29/18,,House,Ads,True,
Ads,personalization,True,English,English,0-18,years,1/30/18,2/9/18,House,Ads,False
personalization,False,English,English,0-18,years,1/30/18,2/9/18,House,Ads,False,
Ads,personalization,True,English,English,19-24,years,1/31/18,4/29/18,House,Ads,False
personalization,False,English,English,19-24,years,1/31/18,4/29/18,House,Ads,False,
Ads,personalization,True,English,English,24-30,years,1/11/18,3/10/18,House,Ads,False
Ads,personalization,False,English,English,24-30,years,1/11/18,3/10/18,House,Ads,False
Ads,personalization,True,English,English,0-18,years,1/12/18,3/8/18,House,Ads,False
Ads,personalization,False,English,English,0-18,years,1/12/18,3/8/18,House,Ads,False
Ads,personalization,True,English,English,19-24,years,1/13/18,4/17/18,House,Ads,False
Ads,personalization,False,English,English,19-24,years,1/13/18,4/17/18,House,Ads,False
Ads,personalization,True,English,English,24-30,years,1/14/18,3/1/18,House,Ads,False
Ads,personalization,False,English,English,24-30,years,1/14/18,3/1/18,House,Ads,False
Ads,personalization,True,English,English,30-36,years,1/15/18,3/9/18,House,Ads,False
personalization,False,English,English,30-36,years,1/15/18,3/9/18,House,Ads,False,
Ads,personalization,True,English,English,36-45,years,1/16/18,3/7/18,House,Ads,False
Ads,personalization,False,English,English,36-45,years,1/16/18,3/7/18,House,Ads,False
Ads,personalization,True,English,Spanish,45-55,years,1/17/18,2/8/18,House,Ads,False
Ads,personalization,False,Spanish,Spanish,45-55,years,1/17/18,2/8/18,House,Ads,False
Ads,personalization,True,English,English,55+,years,1/18/18,,House,Ads,True
Ads,personalization,False,English,English,55+,years,1/18/18,,House,Ads,True
Ads,personalization,True,English,English,0-18,years,1/19/18,,House,Ads,True
personalization,False,English,English,0-18,years,1/19/18,,House,Ads,True,
Ads,personalization,True,English,German,19-24,years,1/20/18,,House,Ads,True
personalization,False,German,German,19-24,years,1/20/18,,House,Ads,True,
Ads,personalization,True,English,English,24-30,years,1/21/18,3/4/18,House,Ads,False
personalization,False,English,English,24-30,years,1/21/18,3/4/18,House,Ads,False,
Ads,personalization,True,English,English,0-18,years,1/22/18,2/22/18,House,Ads,False
personalization,False,English,English,0-18,years,1/22/18,2/22/18,House,Ads,False,
Ads,personalization,True,English,English,19-24,years,1/23/18,4/22/18,House,Ads,False
Ads,personalization,False,English,English,19-24,years,1/23/18,4/22/18,House,Ads,False
Ads,personalization,True,English,English,24-30,years,1/24/18,1/25/18,House,Ads,False
Ads,personalization,False,English,English,24-30,years,1/24/18,1/25/18,House,Ads,False
Ads,personalization,True,English,German,0-18,years,1/25/18,3/27/18,House,Ads,False
Ads,personalization,False,German,German,0-18,years,1/25/18,3/27/18,House,Ads,False
Ads,personalization,True,English,English,19-24,years,1/26/18,3/25/18,House,Ads,False
Ads,personalization,True,English,Arabic,24-30,years,1/27/18,2/17/18,House,Ads,False
Ads,personalization,True,English,Spanish,0-18,years,1/28/18,3/1/18,House,Ads,False
Ads,personalization,True,English,English,19-24,years,1/29/18,2/20/18,House,Ads,False
Ads,personalization,True,English,English,24-30,years,1/30/18,,House,Ads,True
Ads,personalization,True,English,English,0-18,years,1/31/18,,House,Ads,True
Ads,personalization,True,English,English,19-24,years,1/11/18,2/24/18,House,Ads,False
Ads,personalization,True,English,English,24-30,years,1/12/18,2/21/18,House,Ads,False
Ads,control,True,English,German,0-18,years,1/13/18,2/12/18,House,Ads,False
Ads,control,True,English,English,19-24,years,1/14/18,2/18/18,House,Ads,False
Ads,control,True,English,English,24-30,years,1/15/18,3/17/18,House,Ads,False
Ads,control,True,English,English,30-36,years,1/16/18,3/29/18,House,Ads,False
Ads,control,True,English,Spanish,36-45,years,1/17/18,2/16/18,House,Ads,False
Ads,control,True,English,English,45-55,years,1/18/18,2/10/18,House,Ads,False
Ads,control,True,English,English,55+,years,1/19/18,4/6/18,House,Ads,False
Ads,control,True,English,English,0-18,years,1/20/18,,House,Ads,True
Ads,control,True,English,English,19-24,years,1/21/18,,House,Ads,True
Ads,control,True,English,Arabic,24-30,years,1/22/18,,House,Ads,True
Ads,control,True,English,English,30-36,years,1/23/18,,House,Ads,True
Ads,control,True,English,English,36-45,years,1/24/18,,House,Ads,True
Ads,control,True,English,German,45-55,years,1/25/18,,House,Ads,True
Ads,control,True,English,Spanish,55+,years,1/26/18,,House,Ads,True
Ads,control,True,English,Spanish,0-18,years,1/27/18,,House,Ads,True
Ads,control,True,English,English,19-24,years,1/28/18,,House,Ads,True
Ads,control,True,English,English,24-30,years,1/29/18,4/9/18,House,Ads,False
Ads,control,True,English,Spanish,30-36,years,1/30/18,3/23/18,House,Ads,False
Ads,control,True,English,English,36-45,years,1/31/18,5/9/18,House,Ads,False
Ads,control,True,English,English,45-55,years,1/11/18,3/20/18,House,Ads,False
Ads,control,True,English,English,55+,years,1/12/18,2/5/18,House,Ads,False
Ads,control,True,English,English,0-18,years,1/13/18,3/19/18,House,Ads,False
Ads,control,True,English,English,19-24,years,1/14/18,1/28/18,House,Ads,False
Ads,control,True,English,English,24-30,years,1/15/18,3/22/18,House,Ads,False
Ads,control,True,English,English,30-36,years,1/16/18,2/1/18,House,Ads,False
Ads,control,True,English,Spanish,36-45,years,1/17/18,2/3/18,House,Ads,False
Ads,control,True,English,German,45-55,years,1/18/18,3/31/18,House,Ads,False
Ads,control,True,English,English,55+,years,1/19/18,4/19/18,House,Ads,False
Ads,control,True,English,Arabic,0-18,years,1/20/18,1/31/18,House,Ads,False
Ads,control,True,English,English,19-24,years,1/21/18,4/3/18,House,Ads,False
Ads,control,True,English,English,24-30,years,1/22/18,2/16/18,House,Ads,False
Ads,control,True,English,English,30-36,years,1/23/18,3/28/18,House,Ads,False
Ads,control,True,English,English,36-45,years,1/24/18,2/20/18,House,Ads,False
Ads,control,True,English,English,45-55,years,1/25/18,,House,Ads,True
Ads,control,True,English,Spanish,55+,years,1/26/18,,House,Ads,True
Ads,personalization,True,English,English,0-18,years,1/27/18,,House,Ads,True
Ads,personalization,True,English,English,19-24,years,1/28/18,2/5/18,House,Ads,False
Ads,personalization,True,English,Arabic,24-30,years,1/29/18,3/9/18,House,Ads,False
Ads,personalization,True,English,English,30-36,years,1/30/18,4/8/18,House,Ads,False
Ads,personalization,True,English,Arabic,36-45,years,1/31/18,4/19/18,House,Ads,False
Ads,personalization,True,English,English,45-55,years,1/11/18,2/25/18,House,Ads,False
Ads,personalization,True,English,English,55+,years,1/13/18,1/24/18,House,Ads,False
Ads,personalization,True,English,English,0-18,years,1/14/18,1/22/18,House,Ads,False
Ads,personalization,True,English,English,19-24,years,1/15/18,4/8/18,House,Ads,False
Ads,personalization,True,English,English,24-30,years,1/16/18,3/13/18,House,Ads,False
Ads,personalization,True,English,Spanish,0-18,years,1/17/18,,House,Ads,True
Ads,personalization,True,English,English,19-24,years,1/18/18,,House,Ads,True
Ads,personalization,True,English,Arabic,24-30,years,1/19/18,,House,Ads,True
Ads,personalization,True,English,English,0-18,years,1/20/18,,House,Ads,True
Ads,personalization,True,English,English,19-24,years,1/22/18,,House,Ads,True
Ads,personalization,True,English,English,24-30,years,1/23/18,,House,Ads,True
Ads,personalization,True,English,English,0-18,years,1/24/18,,House,Ads,True
Ads,personalization,True,English,English,19-24,years,1/25/18,,House,Ads,True
Ads,personalization,True,English,English,24-30,years,1/26/18,,House,Ads,True
Ads,personalization,True,English,English,0-18,years,1/27/18,,House,Ads,True
Ads,personalization,True,English,English,19-24,years,1/28/18,,House,Ads,True
Ads,personalization,True,English,Arabic,24-30,years,1/29/18,,House,Ads,True
Ads,personalization,True,English,English,0-18,years,1/30/18,,House,Ads,True
Ads,personalization,True,English,Spanish,19-24,years,1/31/18,,House,Ads,True
Ads,personalization,True,English,English,24-30,years,1/11/18,,House,Ads,True
Ads,personalization,True,English,English,30-36,years,1/13/18,,House,Ads,True
Ads,personalization,True,English,English,36-45,years,1/14/18,,House,Ads,True
Ads,personalization,True,English,English,45-55,years,1/15/18,,House,Ads,True
Ads,personalization,True,English,English,55+,years,1/16/18,,House,Ads,True
Ads,personalization,True,English,English,0-18,years,1/17/18,,House,Ads,True
Ads,personalization,True,English,English,19-24,years,1/18/18,,House,Ads,True
Ads,personalization,True,English,English,24-30,years,1/20/18,,House,Ads,True
Ads,personalization,True,English,English,0-18,years,1/21/18,,House,Ads,True
Ads,personalization,True,English,German,19-24,years,1/22/18,,House,Ads,True
Ads,personalization,True,English,English,24-30,years,1/24/18,,House,Ads,True
Ads,personalization,True,English,English,0-18,years,1/25/18,,House,Ads,True
Ads,personalization,True,English,English,19-24,years,1/26/18,,House,Ads,True
Ads,personalization,True,English,English,24-30,years,1/27/18,,House,Ads,True
Ads,personalization,True,English,English,0-18,years,1/28/18,,House,Ads,True
Ads,personalization,True,English,Spanish,19-24,years,1/30/18,,House,Ads,True
Ads,personalization,True,English,English,24-30,years,1/31/18,,House,Ads,True
personalization,True,Arabic,Arabic,0-18,years,1/1/18,,Email,True,,
personalization,True,English,English,19-24,years,1/2/18,,Push,True,,
personalization,True,English,English,24-30,years,1/3/18,,Facebook,True,,
personalization,True,English,English,0-18,years,1/4/18,,Instagram,True,,
personalization,True,Arabic,Arabic,19-24,years,1/5/18,,Email,True,,
personalization,True,English,English,24-30,years,1/6/18,,Push,True,,
personalization,True,English,English,30-36,years,1/7/18,,Facebook,True,,
personalization,True,English,English,36-45,years,1/8/18,,Instagram,True,,
personalization,False,English,English,45-55,years,1/9/18,,Email,True,,
personalization,True,English,English,55+,years,1/10/18,,Push,True,,
personalization,True,English,English,0-18,years,1/11/18,3/26/18,Facebook,False,,
personalization,True,English,English,19-24,years,1/12/18,2/25/18,Instagram,False,,
personalization,True,Arabic,Arabic,24-30,years,1/13/18,1/23/18,Email,False,,
personalization,True,English,English,0-18,years,1/14/18,2/28/18,Push,False,,
personalization,True,English,English,19-24,years,1/15/18,3/25/18,Facebook,False,,
personalization,True,English,English,24-30,years,1/16/18,3/12/18,Instagram,False,,
personalization,True,English,English,0-18,years,1/17/18,2/12/18,Email,False,,
personalization,True,English,English,19-24,years,1/18/18,4/27/18,Push,False,,
personalization,True,English,English,24-30,years,1/19/18,1/29/18,Facebook,False,,
personalization,True,English,English,0-18,years,1/20/18,,Instagram,True,,
personalization,True,English,English,19-24,years,1/21/18,,Email,True,,
personalization,True,English,English,24-30,years,1/22/18,,Push,True,,
personalization,True,English,English,0-18,years,1/23/18,,Facebook,True,,
personalization,True,English,English,19-24,years,1/24/18,,Instagram,True,,
personalization,True,English,English,24-30,years,1/25/18,,Email,True,,
personalization,True,English,English,0-18,years,1/26/18,,Push,True,,
personalization,True,English,English,19-24,years,1/27/18,,Facebook,True,,
