          user_id, date_served, marketing_channel ,         variant, converted ,language_displayed, language_preferred ,   age_group, date_subscribed, date_canceled, subscribing_channel, is_retained
42     a100000060      1/1/18         House Ads  personalization     False             German             German  24-30 years          1/2/18        3/8/18           House Ads       False
43     a100000061      1/2/18         House Ads  personalization      True            English            English   0-18 years          1/2/18        2/5/18           House Ads       False
44     a100000061      1/1/18         House Ads  personalization     False            English            English   0-18 years          1/2/18        2/5/18           House Ads       False
45     a100000062      1/3/18         House Ads  personalization      True            English            English  19-24 years          1/3/18       1/11/18           House Ads       False
46     a100000062      1/1/18         House Ads  personalization     False            English            English  19-24 years          1/3/18       1/11/18           House Ads       False
47     a100000063      1/3/18         House Ads  personalization      True            English            English  24-30 years          1/3/18        1/6/18           House Ads       False
48     a100000063      1/1/18         House Ads  personalization     False            English            English  24-30 years          1/3/18        1/6/18           House Ads       False
49     a100000064      1/3/18         House Ads  personalization      True            English            English   0-18 years          1/3/18        3/1/18           House Ads       False
50     a100000064      1/1/18              Push  personalization     False            English            English   0-18 years          1/3/18        3/1/18           House Ads       False
51     a100000065      1/3/18         House Ads  personalization      True            English            English  19-24 years          1/3/18        4/2/18           House Ads       False
52     a100000065      1/1/18         House Ads  personalization     False            English            English  19-24 years          1/3/18        4/2/18           House Ads       False
53     a100000066      1/3/18         House Ads  personalization      True            English            English  24-30 years          1/3/18        3/2/18           House Ads       False
54     a100000066      1/1/18         House Ads  personalization     False            English            English  24-30 years          1/3/18        3/2/18           House Ads       False
55     a100000067      1/3/18         House Ads          control      True            English            English   0-18 years          1/3/18        1/5/18           House Ads       False
56     a100000068      1/3/18         House Ads          control      True            English            English  19-24 years          1/3/18           NaN           House Ads        True
57     a100000069      1/3/18         House Ads          control      True            English            English  24-30 years          1/3/18           NaN           House Ads        True
58     a100000070      1/3/18         House Ads          control      True            Spanish            Spanish  30-36 years          1/3/18           NaN           House Ads        True
59     a100000071      1/3/18         House Ads          control      True            English            English  36-45 years          1/3/18           NaN           House Ads        True
60     a100000072      1/3/18         House Ads          control      True             German             German  45-55 years          1/3/18           NaN           House Ads        True
61     a100000073      1/3/18         House Ads          control      True            English            English    55+ years          1/3/18           NaN           House Ads        True
62     a100000075      1/3/18         House Ads          control      True            English            English   0-18 years          1/3/18           NaN           House Ads        True
63     a100000076      1/3/18         House Ads          control      True            English            English  19-24 years          1/3/18           NaN           House Ads        True
64     a100000077      1/3/18         House Ads          control      True            English            English  24-30 years          1/3/18           NaN           House Ads        True
65     a100000078      1/3/18         House Ads          control      True            English            English  30-36 years          1/3/18           NaN           House Ads        True
66     a100000079      1/3/18         House Ads          control      True            English            English  36-45 years          1/3/18           NaN           House Ads        True
67     a100000080      1/4/18         House Ads          control      True            English            English  45-55 years          1/4/18           NaN           House Ads        True
68     a100000081      1/4/18         House Ads          control      True            English            English    55+ years          1/4/18           NaN           House Ads        True
69     a100000082      1/4/18         House Ads          control      True            English            English   0-18 years          1/4/18           NaN           House Ads        True
70     a100000083      1/4/18         House Ads          control      True            English            English  19-24 years          1/4/18           NaN           House Ads        True
71     a100000085      1/4/18         House Ads          control      True            Spanish            Spanish  24-30 years          1/4/18           NaN           House Ads        True
72     a100000086      1/4/18         House Ads          control      True            English            English  30-36 years          1/4/18           NaN           House Ads        True
73     a100000087      1/4/18         House Ads          control      True            English            English  36-45 years          1/4/18           NaN           House Ads        True
74     a100000088      1/4/18         House Ads          control      True            Spanish            Spanish  45-55 years          1/4/18       1/11/18           House Ads       False
75     a100000089      1/4/18         House Ads          control      True            English            English    55+ years          1/4/18        2/9/18           House Ads       False
76     a100000090      1/4/18         House Ads          control      True            English            English   0-18 years          1/4/18       3/25/18           House Ads       False
77     a100000091      1/4/18         House Ads          control      True            English            English  19-24 years          1/4/18        1/6/18           House Ads       False
78     a100000092      1/4/18         House Ads          control      True            English            English  24-30 years          1/4/18       3/12/18           House Ads       False
79     a100000093      1/4/18         House Ads          control      True            English            English  30-36 years          1/4/18       3/10/18           House Ads       False
80     a100000094      1/4/18         House Ads          control      True            English            English  36-45 years          1/4/18       2/14/18           House Ads       False
81     a100000095      1/4/18         House Ads          control      True            Spanish            Spanish  45-55 years          1/4/18       1/23/18           House Ads       False
82     a100000096      1/5/18         House Ads          control      True            English            English    55+ years          1/5/18       2/11/18           House Ads       False
83     a100000097      1/5/18         House Ads          control      True            English            English   0-18 years          1/5/18           NaN           House Ads        True
84     a100000098      1/5/18         House Ads          control      True            English            English  19-24 years          1/5/18           NaN           House Ads        True
85     a100000099      1/5/18         House Ads          control      True            English            English  24-30 years          1/5/18           NaN           House Ads        True
86     a100000099      1/4/18         House Ads          control     False            English            English  24-30 years          1/5/18           NaN           House Ads        True
87     a100000100      1/5/18         House Ads          control      True            English            English  30-36 years          1/5/18           NaN           House Ads        True
88     a100000100      1/4/18         House Ads          control     False            English            English  30-36 years          1/5/18           NaN           House Ads        True
89     a100000101      1/5/18         House Ads          control      True            English            English  36-45 years          1/5/18       4/13/18           House Ads       False
90     a100000101      1/4/18         House Ads          control     False            English            English  36-45 years          1/5/18       4/13/18           House Ads       False
91     a100000102      1/5/18         House Ads          control      True            English            English  45-55 years          1/5/18       4/12/18           House Ads       False
92     a100000102      1/4/18         House Ads          control     False            English            English  45-55 years          1/5/18       4/12/18           House Ads       False
93     a100000103      1/5/18         House Ads          control      True            Spanish            Spanish    55+ years          1/5/18        4/3/18           House Ads       False
94     a100000103      1/4/18         House Ads          control     False            Spanish            Spanish    55+ years          1/5/18        4/3/18           House Ads       False
95     a100000104      1/5/18         House Ads          control      True            English            English   0-18 years          1/5/18       2/17/18           House Ads       False
96     a100000104      1/4/18         House Ads          control     False            English            English   0-18 years          1/5/18       2/17/18           House Ads       False
97     a100000105      1/5/18         House Ads          control      True            English            English  19-24 years          1/5/18       4/14/18           House Ads       False
98     a100000105      1/4/18         House Ads          control     False            English            English  19-24 years          1/5/18       4/14/18           House Ads       False
99     a100000107      1/5/18         House Ads          control      True            English            English  24-30 years          1/5/18       1/11/18           House Ads       False
100    a100000107      1/4/18         House Ads          control     False            English            English  24-30 years          1/5/18       1/11/18           House Ads       False
101    a100000108      1/5/18         House Ads          control      True            English            English  30-36 years          1/5/18        2/3/18           House Ads       False
102    a100000108      1/4/18         House Ads          control     False            English            English  30-36 years          1/5/18        2/3/18           House Ads       False
103    a100000109      1/5/18         House Ads          control      True            Spanish            Spanish  36-45 years          1/5/18        1/8/18           House Ads       False
104    a100000109      1/4/18         House Ads          control     False            Spanish            Spanish  36-45 years          1/5/18        1/8/18           House Ads       False
105    a100000110      1/5/18         House Ads          control      True            Spanish            Spanish  45-55 years          1/5/18       1/27/18           House Ads       False
106    a100000110      1/4/18         House Ads          control     False            Spanish            Spanish  45-55 years          1/5/18       1/27/18           House Ads       False
107    a100000111      1/5/18         House Ads          control      True            English            English    55+ years          1/5/18           NaN           House Ads        True
108    a100000111      1/4/18         House Ads          control     False            English            English    55+ years          1/5/18           NaN           House Ads        True
109    a100000112      1/5/18         House Ads          control      True            English            English   0-18 years          1/5/18           NaN           House Ads        True
110    a100000112      1/4/18         House Ads          control     False            English            English   0-18 years          1/5/18           NaN           House Ads        True
111    a100000113      1/5/18         House Ads          control      True            English            English  19-24 years          1/5/18           NaN           House Ads        True
112    a100000114      1/5/18         House Ads          control      True            English            English  24-30 years          1/5/18           NaN           House Ads        True
113    a100000127      1/5/18         House Ads          control      True            English            English  30-36 years          1/5/18           NaN           House Ads        True
114    a100000128      1/5/18         House Ads          control      True            English            English  36-45 years          1/5/18           NaN           House Ads        True
115    a100000129      1/6/18         House Ads          control      True            English            English  45-55 years          1/6/18           NaN           House Ads        True
116    a100000130      1/6/18         House Ads          control      True            Spanish            Spanish    55+ years          1/6/18           NaN           House Ads        True
117    a100000131      1/6/18         House Ads          control      True            English            English   0-18 years          1/6/18           NaN           House Ads        True
118    a100000132      1/6/18         House Ads          control      True            English            English  19-24 years          1/6/18           NaN           House Ads        True
119    a100000133      1/6/18         House Ads          control      True            English            English  24-30 years          1/6/18           NaN           House Ads        True
120    a100000134      1/6/18         House Ads          control      True            English            English  30-36 years          1/6/18           NaN           House Ads        True
121    a100000150      1/6/18         House Ads          control      True            English            English  36-45 years          1/6/18           NaN           House Ads        True
122    a100000151      1/6/18         House Ads          control      True             Arabic             Arabic  45-55 years          1/6/18           NaN           House Ads        True
123    a100000152      1/6/18         House Ads          control      True            Spanish            Spanish    55+ years          1/6/18           NaN           House Ads        True
124    a100000153      1/6/18         House Ads          control      True             Arabic             Arabic   0-18 years          1/6/18           NaN           House Ads        True
125    a100000154      1/6/18         House Ads          control      True            English            English  19-24 years          1/6/18           NaN           House Ads        True
126    a100000155      1/6/18         House Ads          control      True            English            English  24-30 years          1/6/18           NaN           House Ads        True
127    a100000156      1/6/18         House Ads          control      True            English            English  30-36 years          1/6/18           NaN           House Ads        True
128    a100000157      1/6/18         House Ads          control      True            English            English  36-45 years          1/6/18           NaN           House Ads        True
129    a100000162      1/6/18         House Ads          control      True            English            English  45-55 years          1/6/18           NaN           House Ads        True
130    a100000163      1/6/18         House Ads          control      True             Arabic             Arabic    55+ years          1/6/18           NaN           House Ads        True
131    a100000164      1/6/18         House Ads          control      True            English            English   0-18 years          1/6/18       3/10/18           House Ads       False
132    a100000165      1/7/18         House Ads          control      True             Arabic             Arabic  19-24 years          1/7/18       3/11/18           House Ads       False
133    a100000166      1/7/18         House Ads          control      True            English            English  24-30 years          1/7/18       3/25/18           House Ads       False
134    a100000167      1/7/18         House Ads          control      True            English            English  30-36 years          1/7/18       2/21/18           House Ads       False
135    a100000168      1/7/18         House Ads          control      True            English            English  36-45 years          1/7/18       2/25/18           House Ads       False
136    a100000169      1/7/18         House Ads          control      True            English            English  45-55 years          1/7/18        3/5/18           House Ads       False
137    a100000170      1/7/18         House Ads          control      True            English            English    55+ years          1/7/18       4/16/18           House Ads       False
138    a100000171      1/7/18         House Ads          control      True            English            English   0-18 years          1/7/18        2/6/18           House Ads       False
139    a100000172      1/7/18         House Ads          control      True             German             German  19-24 years          1/7/18        2/5/18           House Ads       False
140    a100000250      1/7/18         House Ads          control      True            English            English  24-30 years          1/7/18           NaN           House Ads        True
141    a100000251      1/7/18         House Ads          control      True            English            English  30-36 years          1/7/18           NaN           House Ads        True
142    a100000252      1/7/18         House Ads          control      True             German             German  36-45 years          1/7/18           NaN           House Ads        True
143    a100000253      1/7/18         House Ads          control      True             Arabic             Arabic  45-55 years          1/7/18           NaN           House Ads        True
144    a100000254      1/7/18         House Ads          control      True            English            English    55+ years          1/7/18           NaN           House Ads        True
145    a100000255      1/7/18         House Ads          control      True            English            English   0-18 years          1/7/18           NaN           House Ads        True
146    a100000256      1/7/18         House Ads          control      True            English            English  19-24 years          1/7/18           NaN           House Ads        True
147    a100000257      1/7/18         House Ads          control      True            English            English  24-30 years          1/7/18           NaN           House Ads        True
148    a100000258      1/7/18         House Ads          control      True            English            English  30-36 years          1/7/18           NaN           House Ads        True
149    a100000259      1/7/18         House Ads          control      True            English            English  36-45 years          1/7/18           NaN           House Ads        True
150    a100000260      1/7/18         House Ads          control      True            Spanish            Spanish  45-55 years          1/7/18       1/14/18           House Ads       False
151    a100000261      1/8/18         House Ads          control      True            English            English    55+ years          1/8/18       3/13/18           House Ads       False
152    a100000262      1/8/18         House Ads          control      True            English            English   0-18 years          1/8/18       2/22/18           House Ads       False
153    a100000263      1/8/18         House Ads          control      True            English            English  19-24 years          1/8/18       1/11/18           House Ads       False
154    a100000264      1/8/18         House Ads          control      True             German             German  24-30 years          1/8/18       3/19/18           House Ads       False
155    a100000265      1/8/18         House Ads          control      True             German             German  30-36 years          1/8/18       2/10/18           House Ads       False
156    a100000266      1/8/18         House Ads          control      True            English            English  36-45 years          1/8/18       3/30/18           House Ads       False
157    a100000267      1/8/18         House Ads          control      True            English            English  45-55 years          1/8/18       1/15/18           House Ads       False
158    a100000268      1/8/18         House Ads          control      True            English            English    55+ years          1/8/18       2/21/18           House Ads       False
159    a100000269      1/8/18         House Ads          control      True            English            English   0-18 years          1/8/18           NaN           House Ads        True
160    a100000270      1/8/18         House Ads          control      True            English            English  19-24 years          1/8/18           NaN           House Ads        True
161    a100000271      1/8/18         House Ads          control      True            English            English  24-30 years          1/8/18           NaN           House Ads        True
162    a100000272      1/8/18         House Ads          control      True            English            English  30-36 years          1/8/18           NaN           House Ads        True
163    a100000273      1/8/18         House Ads          control      True             German             German  36-45 years          1/8/18           NaN           House Ads        True
164    a100000274      1/8/18         House Ads          control      True            English            English  45-55 years          1/8/18           NaN           House Ads        True
165    a100000275      1/8/18         House Ads          control      True            Spanish            Spanish    55+ years          1/8/18           NaN           House Ads        True
166    a100000276      1/8/18         House Ads          control      True            Spanish            Spanish   0-18 years          1/8/18           NaN           House Ads        True
167    a100000277      1/9/18         House Ads          control      True            Spanish            Spanish  19-24 years          1/9/18           NaN           House Ads        True
168    a100000278      1/9/18         House Ads          control      True            English            English  24-30 years          1/9/18           NaN           House Ads        True
169    a100000279      1/9/18         House Ads          control      True            English            English  30-36 years          1/9/18           NaN           House Ads        True
170    a100000280      1/9/18         House Ads          control      True            English            English  36-45 years          1/9/18           NaN           House Ads        True
171    a100000281      1/9/18         House Ads          control      True            English            English  45-55 years          1/9/18           NaN           House Ads        True
172    a100000282      1/9/18         House Ads          control      True            English            English    55+ years          1/9/18           NaN           House Ads        True
173    a100000283      1/9/18         House Ads          control      True            English            English   0-18 years          1/9/18           NaN           House Ads        True
174    a100000284      1/9/18         House Ads          control      True            English            English  19-24 years          1/9/18           NaN           House Ads        True
175    a100000285      1/9/18         House Ads          control      True            English            English  24-30 years          1/9/18           NaN           House Ads        True
176    a100000286      1/9/18         House Ads          control      True            English            English  30-36 years          1/9/18           NaN           House Ads        True
177    a100000287      1/9/18         House Ads          control      True            English            English  36-45 years          1/9/18           NaN           House Ads        True
178    a100000288      1/9/18         House Ads          control      True            English            English  45-55 years          1/9/18           NaN           House Ads        True
179    a100000289      1/9/18         House Ads          control      True            English            English    55+ years          1/9/18           NaN           House Ads        True
180    a100000290      1/9/18         House Ads          control      True            English            English   0-18 years          1/9/18           NaN           House Ads        True
181    a100000291      1/9/18         House Ads          control      True            English            English  19-24 years          1/9/18           NaN           House Ads        True
182    a100000292      1/9/18         House Ads          control      True            English            English  24-30 years          1/9/18           NaN           House Ads        True
183    a100000293      1/9/18         House Ads          control      True            English            English  30-36 years          1/9/18           NaN           House Ads        True
184    a100000294      1/9/18         House Ads          control      True            English            English  36-45 years          1/9/18       1/14/18           House Ads       False
185    a100000295      1/9/18         House Ads          control      True            English            English  45-55 years          1/9/18        2/4/18           House Ads       False
186    a100000296      1/9/18         House Ads          control      True            English            English    55+ years          1/9/18        2/4/18           House Ads       False
187    a100000297     1/10/18         House Ads          control      True             German             German   0-18 years         1/10/18        2/9/18           House Ads       False
188    a100000298     1/10/18         House Ads          control      True             German             German  19-24 years         1/10/18       1/21/18           House Ads       False
189    a100000299     1/10/18         House Ads          control      True            English            English  24-30 years         1/10/18        3/7/18           House Ads       False
190    a100000300     1/10/18         House Ads          control      True            English            English  30-36 years         1/10/18       4/10/18           House Ads       False
191    a100000301     1/10/18         House Ads          control      True            Spanish            Spanish  36-45 years         1/10/18       4/16/18           House Ads       False
192    a100000302     1/10/18         House Ads          control      True            English            English  45-55 years         1/10/18       3/26/18           House Ads       False
193    a100000303     1/10/18         House Ads          control      True            English            English    55+ years         1/10/18           NaN           House Ads        True
194    a100000304     1/10/18         House Ads          control      True            English            English   0-18 years         1/10/18           NaN           House Ads        True
195    a100000305     1/10/18         House Ads          control      True            English            English  19-24 years         1/10/18           NaN           House Ads        True
196    a100000306     1/10/18         House Ads          control      True            English            English  24-30 years         1/10/18           NaN           House Ads        True
197    a100000307     1/10/18         House Ads          control      True            Spanish            Spanish  30-36 years         1/10/18           NaN           House Ads        True
198    a100000308     1/10/18         House Ads          control      True            English            English  36-45 years         1/10/18           NaN           House Ads        True
199    a100000309     1/10/18         House Ads          control      True            English            English  45-55 years         1/10/18           NaN           House Ads        True
200    a100000310     1/10/18         House Ads          control      True            English            English    55+ years         1/10/18           NaN           House Ads        True
201    a100000311     1/10/18         House Ads          control      True            English            English   0-18 years         1/10/18           NaN           House Ads        True
202    a100000312     1/10/18         House Ads          control      True            English            English  19-24 years         1/10/18           NaN           House Ads        True
203    a100000313     1/10/18         House Ads          control      True            English            English  24-30 years         1/10/18           NaN           House Ads        True
204    a100000314     1/10/18         House Ads          control      True            Spanish            Spanish  30-36 years         1/10/18           NaN           House Ads        True
205    a100000315     1/10/18         House Ads  personalization      True            English            English  36-45 years         1/10/18           NaN           House Ads        True
206    a100000316     1/10/18         House Ads  personalization      True            English            English  45-55 years         1/10/18           NaN           House Ads        True
207    a100000317     1/10/18         House Ads  personalization      True            Spanish            Spanish    55+ years         1/10/18       4/19/18           House Ads       False
208    a100000318     1/11/18         House Ads  personalization      True            English            English   0-18 years         1/11/18        3/4/18           House Ads       False
209    a100000319     1/12/18         House Ads  personalization      True            English            Spanish  19-24 years         1/12/18       1/26/18           House Ads       False
210    a100000320     1/13/18         House Ads  personalization      True            English            English  24-30 years         1/13/18        4/5/18           House Ads       False
211    a100000321     1/14/18         House Ads  personalization      True            English            English  30-36 years         1/14/18       1/26/18           House Ads       False
212    a100000322     1/15/18         House Ads  personalization      True            English            English  36-45 years         1/15/18       3/15/18           House Ads       False
213    a100000323     1/16/18         House Ads  personalization      True            English            English  45-55 years         1/16/18       4/22/18           House Ads       False
214    a100000324     1/17/18         House Ads  personalization      True            English            English    55+ years         1/17/18       2/11/18           House Ads       False
215    a100000325     1/18/18         House Ads  personalization      True            English            English   0-18 years         1/18/18       1/23/18           House Ads       False
216    a100000326     1/19/18         House Ads  personalization      True            English            English  19-24 years         1/19/18           NaN           House Ads        True
217    a100000327     1/20/18         House Ads  personalization      True            English            English  24-30 years         1/20/18           NaN           House Ads        True
218    a100000328     1/21/18         House Ads  personalization      True            English            English   0-18 years         1/21/18           NaN           House Ads        True
219    a100000328     1/10/18         House Ads  personalization     False            English            English   0-18 years         1/21/18           NaN           House Ads        True
220    a100000329     1/22/18         House Ads  personalization      True            English            English  19-24 years         1/22/18           NaN           House Ads        True
221    a100000329     1/10/18         House Ads  personalization     False            English            English  19-24 years         1/22/18           NaN           House Ads        True
222    a100000330     1/23/18         House Ads  personalization      True            English            English  24-30 years         1/23/18           NaN           House Ads        True
223    a100000330     1/10/18              Push  personalization     False            English            English  24-30 years         1/23/18           NaN           House Ads        True
224    a100000331     1/24/18         House Ads  personalization      True            English            English   0-18 years         1/24/18           NaN           House Ads        True
225    a100000331     1/10/18         House Ads  personalization     False            English            English   0-18 years         1/24/18           NaN           House Ads        True
226    a100000332     1/25/18         House Ads  personalization      True            English            English  19-24 years         1/25/18           NaN           House Ads        True
227    a100000332     1/10/18         House Ads  personalization     False            English            English  19-24 years         1/25/18           NaN           House Ads        True
228    a100000333     1/26/18         House Ads  personalization      True            English            English  24-30 years         1/26/18           NaN           House Ads        True
229    a100000333     1/10/18         House Ads  personalization     False            English            English  24-30 years         1/26/18           NaN           House Ads        True
230    a100000334     1/27/18         House Ads  personalization      True            English            English   0-18 years         1/27/18           NaN           House Ads        True
231    a100000334     1/10/18              Push  personalization     False            English            English   0-18 years         1/27/18           NaN           House Ads        True
232    a100000335     1/28/18         House Ads  personalization      True            English            Spanish  19-24 years         1/28/18           NaN           House Ads        True
233    a100000335     1/10/18          Facebook  personalization     False            Spanish            Spanish  19-24 years         1/28/18           NaN           House Ads        True
234    a100000336     1/29/18         House Ads  personalization      True            English            English  24-30 years         1/29/18           NaN           House Ads        True
235    a100000336     1/10/18         Instagram  personalization     False            English            English  24-30 years         1/29/18           NaN           House Ads        True
236    a100000337     1/30/18         House Ads  personalization      True            English            English   0-18 years         1/30/18        2/9/18           House Ads       False
237    a100000337     1/10/18         Instagram  personalization     False            English            English   0-18 years         1/30/18        2/9/18           House Ads       False
238    a100000338     1/31/18         House Ads  personalization      True            English            English  19-24 years         1/31/18       4/29/18           House Ads       False
239    a100000338     1/10/18          Facebook  personalization     False            English            English  19-24 years         1/31/18       4/29/18           House Ads       False
